"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2014","6.902","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2013","7.360","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2012","7.594","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2011","7.934","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2010","8.074","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2009","7.862","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2008","7.978","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2007","8.151","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2006","8.469","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2005","8.654","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2004","8.550","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2003","8.791","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2002","9.311","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2001","9.783","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lower middle income","LMC","2000","10.130","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2019","2.459","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2018","2.522","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2017","2.555","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2016","2.628","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2015","2.711","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2014","2.792","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2013","2.883","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2012","3.003","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2011","3.035","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2010","3.069","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2009","3.065","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2008","3.102","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2007","3.187","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2006","3.195","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2005","3.327","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2004","3.433","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2003","3.520","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2002","3.675","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2001","3.753","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa","MEA","2000","3.806","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2019","2.521","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2018","2.590","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2017","2.618","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2016","2.701","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2015","2.784","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2014","2.859","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2013","2.957","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2012","3.097","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2011","3.143","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2010","3.196","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2009","3.209","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2008","3.270","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2007","3.368","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2006","3.370","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2005","3.497","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2004","3.637","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2003","3.736","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2002","3.897","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2001","3.989","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (excluding high income)","MNA","2000","4.039","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2019","2.521","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2018","2.590","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2017","2.618","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2016","2.701","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2015","2.784","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2014","2.859","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2013","2.957","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2012","3.097","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2011","3.143","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2010","3.196","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2009","3.209","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2008","3.270","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2007","3.368","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2006","3.370","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2005","3.497","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2004","3.637","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2003","3.736","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2002","3.897","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2001","3.989","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle East & North Africa (IDA & IBRD)","TMN","2000","4.039","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2019","5.650","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2018","5.675","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2017","5.576","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2016","5.630","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2015","5.744","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2014","5.887","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2013","6.188","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2012","6.426","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2011","6.798","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2010","7.038","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2009","7.116","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2008","7.319","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2007","7.560","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2006","7.929","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2005","8.239","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2004","8.326","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2003","8.338","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2002","8.511","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2001","9.114","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Middle income","MIC","2000","9.828","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2019","7.356","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2018","7.098","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2017","7.029","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2016","6.920","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2015","6.810","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2014","6.530","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2013","6.220","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2012","6.110","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2011","6.010","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2010","5.859","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2009","5.720","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2008","5.649","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2007","5.559","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2006","5.429","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2005","5.298","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2004","5.468","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2003","5.117","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2002","5.068","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2001","4.817","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","North America","NAC","2000","4.617","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2019","6.058","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2018","6.109","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2017","6.098","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2016","6.103","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2015","6.383","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2014","6.388","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2013","6.454","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2012","6.411","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2011","6.601","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2010","6.559","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2009","6.627","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2008","6.484","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2007","6.421","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2006","6.231","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2005","6.403","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2004","6.426","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2003","6.450","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2002","6.289","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2001","6.077","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","OECD members","OED","2000","6.192","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2019","3.739","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2018","3.987","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2017","4.032","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2016","3.907","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2015","4.350","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2014","5.180","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2013","5.213","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2012","5.648","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2011","5.415","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2010","5.902","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2009","6.453","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2008","6.667","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2007","6.876","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2006","6.950","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2005","6.795","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2004","6.722","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2003","6.810","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2002","6.803","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2001","6.914","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Other small states","OSS","2000","6.600","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2019","5.331","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2018","5.348","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2017","5.384","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2016","5.368","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2015","5.417","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2014","5.466","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2013","5.546","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2012","5.620","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2011","5.644","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2010","5.725","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2009","5.765","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2008","5.726","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2007","5.543","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2006","5.528","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2005","5.714","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2004","5.771","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2003","6.068","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2002","6.236","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2001","6.231","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pacific island small states","PSS","2000","6.412","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2019","7.293","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2018","7.347","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2017","7.285","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2016","7.314","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2015","7.584","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2014","7.627","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2013","7.715","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2012","7.700","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2011","7.907","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2010","7.882","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2009","7.911","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2008","7.809","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2007","7.758","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2006","7.548","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2005","7.763","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2004","7.802","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2003","7.815","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2002","7.659","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2001","7.421","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Post-demographic dividend","PST","2000","7.601","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2019","2.805","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2018","2.820","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2017","2.832","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2016","2.904","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2015","2.946","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2014","3.029","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2013","3.164","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2012","3.232","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2011","3.349","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2010","3.441","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2009","3.472","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2008","3.505","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2007","3.547","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2006","3.664","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2005","3.658","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2004","3.687","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2003","3.736","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2002","3.834","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2001","3.958","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pre-demographic dividend","PRE","2000","4.108","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2019","4.575","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2018","4.732","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2017","4.723","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2016","4.629","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2015","4.940","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2014","5.436","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Small states","SST","2013","5.613","female"
